"호선","외부코드","전철역코드","전철역명","출구번호","역세권명"
"1","133","0150",서울역,"4",남대문로5가
"1","133","0150",서울역,"5",퇴계로방면
"1","133","0150",서울역,"9",남대문경찰서
"1","133","0150",서울역,"9",서울스퀘어
"1","133","0150",서울역,"3",한국주택금융공사
"1","133","0150",서울역,"9-1",버스환승센터
"1","133","0150",서울역,"5",한국장학재단
"1","133","0150",서울역,"3",한국공정거래조정원
"1","133","0150",서울역,"2",서울로
"1","133","0150",서울역,"2",문화역서울284
"1","133","0150",서울역,"7",남대문시장
"1","133","0150",서울역,"3",프랑스문화원
"1","133","0150",서울역,"3",안전보건공단 서울북부지사
"1","133","0150",서울역,"7",퇴계로
"1","133","0150",서울역,"4",남창동방면
"1","133","0150",서울역,"1",서울역
"1","133","0150",서울역,"1",동자동
"1","133","0150",서울역,"1",서울시티투어버스 타는 곳
"1","133","0150",서울역,"2",경의선 서울역
"1","133","0150",서울역,"2",국민권익위원회
"1","133","0150",서울역,"2",역전우체국
"1","133","0150",서울역,"2",역전파출소
"1","133","0150",서울역,"3",남대문(숭례문)
"1","133","0150",서울역,"3",봉래동1가
"1","133","0150",서울역,"4",남대문방면
"1","133","0150",서울역,"4",남대문시장
"1","133","0150",서울역,"5",남산공원방면
"1","132","0151",시청,"3",대한성공회
"1","132","0151",시청,"2",서울중앙지방법원 중부등기소
"1","132","0151",시청,"1",서울시립미술관
"1","132","0151",시청,"2",서울시립미술관
"1","132","0151",시청,"3",서울역사박물관
"1","132","0151",시청,"1",서울시티투어 버스 타는곳
"1","132","0151",시청,"1",덕수궁
"1","132","0151",시청,"1",덕수궁미술관
"1","132","0151",시청,"1",유관순기념관
"1","132","0151",시청,"1",경향신문사
"1","132","0151",시청,"2",덕수궁
"1","132","0151",시청,"2",창덕여중
"1","132","0151",시청,"2",경향신문사
"1","132","0151",시청,"3",서울시티투어 버스 타는곳
"1","132","0151",시청,"3",서울특별시의회
"1","132","0151",시청,"3",영국대사관
"1","132","0151",시청,"4",광화문우체국
"1","132","0151",시청,"4",동아일보사
"1","132","0151",시청,"5",서울특별시청
"1","132","0151",시청,"5",무교동
"1","132","0151",시청,"2",서울자유시민대학
"1","132","0151",시청,"7",소공동사무소
"1","132","0151",시청,"7", 북창동방면
"1","132","0151",시청,"2",덕수궁미술관
"1","132","0151",시청,"2",정동극장
"1","132","0151",시청,"3",광화문방면
"1","132","0151",시청,"3",정부서울청사
"1","132","0151",시청,"3",세종문화회관
"1","132","0151",시청,"3",조선일보사
"1","132","0151",시청,"4",미국대사관
"1","132","0151",시청,"4",프레스센터
"1","132","0151",시청,"4",서울신문사
"1","132","0151",시청,"5",을지로방면
"1","132","0151",시청,"6",소공동방면
"1","132","0151",시청,"7", 남대문시장
"1","132","0151",시청,"7", 한국은행본점
"1","132","0151",시청,"1",서울특별시청서소문별관
"1","132","0151",시청,"1",서울특별시 의회별관
"1","132","0151",시청,"1",창덕여중
"1","132","0151",시청,"1",이화여고
"1","132","0151",시청,"1",서울중앙지방법원 중부등기소
"1","132","0151",시청,"1",정동극장
"1","132","0151",시청,"2",서울특별시청서소문별관
"1","132","0151",시청,"2",서울특별시 의회별관
"1","131","0152",종각,"6",서린동 
"1","131","0152",종각,"1",헌혈의집 광화문센터
"1","131","0152",종각,"3",종로1.2.3.4가 동주민센터
"1","131","0152",종각,"1",서울지방국세청
"1","131","0152",종각,"2",공평동
"1","131","0152",종각,"3",서울기독교 청년회 
"1","131","0152",종각,"4",관철동
"1","131","0152",종각,"5",한국관광공사 서울센터
"1","131","0152",종각,"5",예금보험공사
"1","131","0152",종각,"1",종로구청 
"1","131","0152",종각,"1",광화문 
"1","131","0152",종각,"1",종로소방서
"1","131","0152",종각,"1",미국대사관
"1","131","0152",종각,"2",안국동
"1","131","0152",종각,"2",조계사 
"1","131","0152",종각,"3",인사동
"1","131","0152",종각,"4",보신각
"1","131","0152",종각,"5",광교
"1","131","0152",종각,"5",무교동
"1","131","0152",종각,"6",광화문 우체국 
"1","131","0152",종각,"5",국민건강보험공단 종로지사
"1","131","0152",종각,"4",서울 고용복지플러스센터
"1","131","0152",종각,"4",청계천 방면
"1","131","0152",종각,"6",서울글로벌센터
"1","131","0152",종각,"4",서울 고용노동청
"1","130","0153",종로3가,"1",종로2가 지구대
"1","130","0153",종로3가,"2","종로1,2,3,4가동사무소"
"1","130","0153",종로3가,"1",낙원상가
"1","130","0153",종로3가,"2",창덕궁
"1","130","0153",종로3가,"10",창덕궁
"1","130","0153",종로3가,"10",종로3가파출소
"1","130","0153",종로3가,"10",종로3가소방파출소
"1","130","0153",종로3가,"11",종묘
"1","130","0153",종로3가,"11",종묘시민공원
"1","130","0153",종로3가,"14",청계천3가
"1","130","0153",종로3가,"14",서울청소년수련관
"1","130","0153",종로3가,"15",기업은행
"1","130","0153",종로3가,"1",탑골공원
"1","130","0153",종로3가,"1",종로2가 우체국
"1","130","0153",종로3가,"3",돈의동
"1","130","0153",종로3가,"4",인사동방면
"1","130","0153",종로3가,"5",인사동방면
"1","130","0153",종로3가,"12",종로4가
"1","130","0153",종로3가,"12",세운상가
"1","130","0153",종로3가,"12",대림상가
"1","130","0153",종로3가,"13",장사동
"1","130","0153",종로3가,"13",기계공구상가
"1","130","0153",종로3가,"13",청계천3가
"1","130","0153",종로3가,"15",관수동
"1","130","0153",종로3가,"15",종로2가
"1","129","0154",종로5가,"1",혜화경찰서 
"1","129","0154",종로5가,"3",효제초등학교
"1","129","0154",종로5가,"4",동대문방면
"1","129","0154",종로5가,"4", 효제동
"1","129","0154",종로5가,"5",종로6가
"1","129","0154",종로5가,"6",청계천 5가
"1","129","0154",종로5가,"6",동대문 시장
"1","129","0154",종로5가,"7",광장시장
"1","129","0154",종로5가,"8",광장시장
"1","129","0154",종로5가,"5",동대문방면
"1","129","0154",종로5가,"2",서울보증보험
"1","129","0154",종로5가,"2",삼양빌딩
"1","129","0154",종로5가,"7",방산시장
"1","129","0154",종로5가,"1",서울신용보증재단
"1","129","0154",종로5가,"4","종로5,6가동 주민센터"
"1","129","0154",종로5가,"1",종로4가 방면
"1","129","0154",종로5가,"1",종로5가우체국
"1","129","0154",종로5가,"1",서울특별시선거관리위원회
"1","129","0154",종로5가,"3",중부교육청
"1","129","0154",종로5가,"3",효제동
"1","129","0154",종로5가,"4",종로6가
"1","129","0154",종로5가,"5",동대문 시장
"1","129","0154",종로5가,"6",평화 시장
"1","129","0154",종로5가,"7",청계천 5가
"1","129","0154",종로5가,"7",종로5가파출소
"1","129","0154",종로5가,"8",종로4가 방면
"1","129","0154",종로5가,"8",예지동
"1","128","0155",동대문,"4",중앙시장
"1","128","0155",동대문,"1",종로5가
"1","128","0155",동대문,"1",동대문
"1","128","0155",동대문,"1",덕산 파출소
"1","128","0155",동대문,"2",창신동
"1","128","0155",동대문,"2",창신2동
"1","128","0155",동대문,"2",율곡로 방면
"1","128","0155",동대문,"3",창신동
"1","128","0155",동대문,"3",숭인동
"1","128","0155",동대문,"3",창신2동사무소
"1","128","0155",동대문,"3",창신초등학교
"1","128","0155",동대문,"3",기업은행
"1","128","0155",동대문,"3",종로구민회관
"1","128","0155",동대문,"3",종로구 시설관리공단
"1","128","0155",동대문,"4",신설동
"1","128","0155",동대문,"4",창신1동사무소
"1","128","0155",동대문,"4",숭신초등학교
"1","128","0155",동대문,"4",문구·완구 도매상가
"1","128","0155",동대문,"5",청 계 천
"1","128","0155",동대문,"5",동대문
"1","128","0155",동대문,"5",평화·흥인시장
"1","128","0155",동대문,"5",동문시장
"1","128","0155",동대문,"5",청계천 6가
"1","128","0155",동대문,"6",청 계 천
"1","128","0155",동대문,"6",동대문
"1","128","0155",동대문,"6",동대문종합상가
"1","128","0155",동대문,"6",평화·흥인시장
"1","128","0155",동대문,"6",동문시장
"1","128","0155",동대문,"6",서울관광안내소
"1","128","0155",동대문,"6",동대문운동장
"1","126","0156",신설동,"4",용두2동
"1","126","0156",신설동,"10",동대문 도서관
"1","126","0156",신설동,"5",국민연금동대문중랑지사
"1","126","0156",신설동,"11",동대문방면
"1","126","0156",신설동,"10",동대문 우체국
"1","126","0156",신설동,"7",용두동
"1","126","0156",신설동,"9",청계천방면
"1","126","0156",신설동,"1",용두동 방면
"1","126","0156",신설동,"1",대광초등학교
"1","126","0156",신설동,"2",대광중.고교
"1","126","0156",신설동,"3",제기동 방면
"1","126","0156",신설동,"3",한국의류시험연구원
"1","126","0156",신설동,"6",동대문 우체국
"1","126","0156",신설동,"1",대광중.고교
"1","126","0156",신설동,"2",보문동방면
"1","126","0156",신설동,"2",신설 치안센터
"1","126","0156",신설동,"3",용두동 방면
"1","126","0156",신설동,"3",용두시장
"1","126","0156",신설동,"4",용두초등학교
"1","126","0156",신설동,"5",기업은행 
"1","126","0156",신설동,"5",동대문 고용 안정 센터
"1","126","0156",신설동,"12",보문동 방면
"1","125","0157",제기동,"2",서울약령시장
"1","125","0157",제기동,"3",용신동 주민센터
"1","125","0157",제기동,"1",용두 치안센터
"1","125","0157",제기동,"1",동대문종합사회복지관
"1","125","0157",제기동,"1",선농단
"1","125","0157",제기동,"2",청량리 방면
"1","125","0157",제기동,"4",정릉천
"1","125","0157",제기동,"6",신설동 방면
"1","125","0157",제기동,"6",용두 초등학교
"1","125","0157",제기동,"1",고려대학교
"1","125","0157",제기동,"1",성일중학교
"1","125","0157",제기동,"1",용두시장
"1","125","0157",제기동,"2","미주,현대,공성아파트"
"1","125","0157",제기동,"1",종암초등학교
"1","125","0157",제기동,"2",경동시장
"1","125","0157",제기동,"3",마장동
"1","125","0157",제기동,"3",동대문구청
"1","125","0157",제기동,"4",용두동 
"1","125","0157",제기동,"5",정릉천
"1","124","0158",청량리,"1",제기동방면
"1","124","0158",청량리,"2",홍릉(영휘원)방면
"1","124","0158",청량리,"2",동대문경찰서
"1","124","0158",청량리,"2",기업은행 청량리지점
"1","124","0158",청량리,"3",동대문노인종합복지관
"1","124","0158",청량리,"6",용두동
"1","124","0158",청량리,"4",롯데백화점
"1","124","0158",청량리,"3",서울시립동대문청소년수련관
"1","124","0158",청량리,"5",버스환승센터
"1","124","0158",청량리,"1",경동. 동서시장
"1","124","0158",청량리,"2",서울 청량리 우체국
"1","124","0158",청량리,"3",동대문 세무서
"1","124","0158",청량리,"3",미주아파트
"1","124","0158",청량리,"4",청량리 역광장
"1","124","0158",청량리,"6",청량리수산시장
"1","127","0159",동묘앞,"8",종로구 보건소 동부진료소
"1","127","0159",동묘앞,"5",창신1동 주민센터
"1","127","0159",동묘앞,"5",숭신초등학교
"1","127","0159",동묘앞,"9",창신초등학교
"1","127","0159",동묘앞,"2",서울직업전문학교
"1","127","0159",동묘앞,"2",숭인2동 주민센터
"1","127","0159",동묘앞,"3",종로산업정보학교
"1","127","0159",동묘앞,"3",동묘파출소
"1","127","0159",동묘앞,"2",숭인 119안전센터
"2","201","0201",시청,"9",중앙일보
"2","201","0201",시청,"10",이화여고
"2","201","0201",시청,"11",유관순기념관
"2","201","0201",시청,"12",서울특별시 의회별관
"2","201","0201",시청,"12",덕수궁
"2","201","0201",시청,"12",세종문화회관
"2","201","0201",시청,"12",영국대사관
"2","201","0201",시청,"12",조선일보사
"2","201","0201",시청,"12",덕수궁 미술관
"2","201","0201",시청,"12",서울시티투어 버스타는곳  
"2","201","0201",시청,"11",이화여고
"2","201","0201",시청,"11",창덕여중
"2","201","0201",시청,"11",서울지방법원 중부등기소
"2","201","0201",시청,"12",서울특별시청 서소문별관
"2","201","0201",시청,"12",대한성공회
"2","201","0201",시청,"12",정동극장
"2","201","0201",시청,"10",유관순기념관
"2","201","0201",시청,"8",남대문
"2","201","0201",시청,"10",서울지방법원 중부등기소
"2","201","0201",시청,"12",서울시립미술관
"2","201","0201",시청, 9,대한상공회의소
"2","202","0202",을지로입구,"2",무교동
"2","202","0202",을지로입구,"1",시청방면
"2","202","0202",을지로입구,"2",예금보험공사
"2","202","0202",을지로입구,"3",광교
"2","202","0202",을지로입구,"4",을지3가 방면
"2","202","0202",을지로입구,"4",기업은행 본점
"2","202","0202",을지로입구,"5",명동
"2","202","0202",을지로입구,"5",을지3가방면
"2","202","0202",을지로입구,"5",명동성당
"2","202","0202",을지로입구,"5",서울여자기독교청년회
"2","202","0202",을지로입구,"5",계성여자고등학교
"2","202","0202",을지로입구,"6",명동
"2","202","0202",을지로입구,"6",한국전력
"2","202","0202",을지로입구,"6",서울중앙우체국
"2","202","0202",을지로입구,"6",중국대사관
"2","202","0202",을지로입구,"6",한성화교소학
"2","202","0202",을지로입구,"7",한국은행
"2","202","0202",을지로입구,"7",소공동
"2","202","0202",을지로입구,"8",소공동방면
"2","202","0202",을지로입구,"8",서울시티투어버스타는곳
"2","202","0202",을지로입구,"4",서울고용노동청본청
"2","202","0202",을지로입구,"2",다동
"2","202","0202",을지로입구,"5",국가인권위원회
"2","202","0202",을지로입구,"1","서울시의정회,다동,무교동"
"2","202","0202",을지로입구,"1",서울시민대학
"2","202","0202",을지로입구,"2",한국관광공사
"2","203","0203",을지로3가,"1",청계천 방면
"2","203","0203",을지로3가,"2",청계천방면
"2","203","0203",을지로3가,"2",을지로동 주민센터
"2","203","0203",을지로3가,"2",시립서울청소년센터
"2","203","0203",을지로3가,"11",충무로3가
"2","203","0203",을지로3가,"11",고당조만식기념관
"2","203","0203",을지로3가,"12",초   동
"2","203","0203",을지로3가,"12",남대문세무서
"2","203","0203",을지로3가,"12", 명동성당
"2","203","0203",을지로3가,"11",국민연금 종로중구지사
"2","203","0203",을지로3가,"11",영락교회
"2","203","0203",을지로3가,"4",서울시립청소년센터
"2","203","0203",을지로3가,"7",을지로4가 우체국
"2","203","0203",을지로3가,"9",중부경찰서
"2","203","0203",을지로3가,"9",충무로방면
"2","203","0203",을지로3가,"10",영락교회
"2","203","0203",을지로3가,"1",기계공구상가
"2","203","0203",을지로3가,"3",을지로2가방면
"2","203","0203",을지로3가,"3",을지로동 주민센터
"2","203","0203",을지로3가,"4",종로3가방면
"2","203","0203",을지로3가,"5",청계천방면
"2","203","0203",을지로3가,"5",입정동
"2","203","0203",을지로3가,"6",을지로4가방면
"2","203","0203",을지로3가,"7",을지로3가 파출소
"2","203","0203",을지로3가,"8",인현동
"2","203","0203",을지로3가,"8",충무로방면
"2","203","0203",을지로3가,"1",패스트파이브 을지로점
"2","203","0203",을지로3가,"1",서울고용복지플러스센터
"2","203","0203",을지로3가,"4",수표동
"2","203","0203",을지로3가,"7",인현동
"2","203","0203",을지로3가,"4",청계천
"2","203","0203",을지로3가,"4",기계공구상가
"2","203","0203",을지로3가,"9",영락교회
"2","203","0203",을지로3가,"10",서울고용노동청
"2","203","0203",을지로3가,"1",한국국제교류재단
"2","203","0203",을지로3가,"12",신한카드
"2","203","0203",을지로3가,"12",인제대학원대학교
"2","203","0203",을지로3가,"1",중구문화원
"2","203","0203",을지로3가,"1",서울고용노동청
"2","203","0203",을지로3가,"12",영락교회
"2","203","0203",을지로3가,"4",서울고용복지플러스센터
"2","203","0203",을지로3가,"4",서울고용노동청
"2","203","0203",을지로3가,"9",명동성당
"2","203","0203",을지로3가,"12",중부경찰서
"2","203","0203",을지로3가,"1",수표동
"2","203","0203",을지로3가,"1",기업은행 본점
"2","204","0204",을지로4가,"1",입정동
"2","204","0204",을지로4가,"1",을지로3가
"2","204","0204",을지로4가,"1",조명기구상가
"2","204","0204",을지로4가,"2",산림동
"2","204","0204",을지로4가,"2",청계천4가
"2","204","0204",을지로4가,"3",청계천4가
"2","204","0204",을지로4가,"3",종로세운상가방면
"2","204","0204",을지로4가,"3",미싱상가
"2","204","0204",을지로4가,"4",청계천5가
"2","204","0204",을지로4가,"4",광장시장
"2","204","0204",을지로4가,"4",방산시장
"2","204","0204",을지로4가,"5",주교동
"2","204","0204",을지로4가,"5",청계천4가
"2","204","0204",을지로4가,"5",미싱상가
"2","204","0204",을지로4가,"6",방산동
"2","204","0204",을지로4가,"6",평화시장
"2","204","0204",을지로4가,"7",오장동
"2","204","0204",을지로4가,"7",중부시장
"2","204","0204",을지로4가,"8",충무로4.5가
"2","204","0204",을지로4가,"8",가구상가
"2","204","0204",을지로4가,"8",기업은행
"2","204","0204",을지로4가,"9",인현동2가
"2","204","0204",을지로4가,"9",중구청
"2","204","0204",을지로4가,"9",덕수중학교
"2","204","0204",을지로4가,"10",을지로4가우체국
"2","204","0204",을지로4가,"10",대우건설
"2","204","0204",을지로4가,"10",BC카드
"2","204","0204",을지로4가,"6",방산시장
"2","204","0204",을지로4가,"3",청계천 가는 길
"2","204","0204",을지로4가,"4",청계천 가는 길
"2","205","0205",동대문역사문화공원,"1",동대문     
"2","205","0205",동대문역사문화공원,"14",서울관광안내소
"2","205","0205",동대문역사문화공원,"1",신·동평화시장 
"2","205","0205",동대문역사문화공원,"2",광희초등학교      
"2","205","0205",동대문역사문화공원,"2",한양중.공업고등학교
"2","205","0205",동대문역사문화공원,"2",성동글로벌경영고등학교
"2","205","0205",동대문역사문화공원,"3",중부소방서
"2","205","0205",동대문역사문화공원,"1",동대문역사문화공원
"2","205","0205",동대문역사문화공원,"1",동대문디자인플라자(DDP)
"2","205","0205",동대문역사문화공원,"1",서울시티투어버스타는곳
"2","205","0205",동대문역사문화공원,"3",광희문
"2","205","0205",동대문역사문화공원,"4",광희2동
"2","205","0205",동대문역사문화공원,"4",장충체육관방면
"2","205","0205",동대문역사문화공원,"5",장충단길
"2","205","0205",동대문역사문화공원,"5",퇴계로방면
"2","205","0205",동대문역사문화공원,"8",광희동1가
"2","205","0205",동대문역사문화공원,"9",광희동2가
"2","205","0205",동대문역사문화공원,"3",신당동방면
"2","205","0205",동대문역사문화공원,"6",중구청방면
"2","205","0205",동대문역사문화공원,"7",중부시장
"2","205","0205",동대문역사문화공원,"6",충무로5가
"2","205","0205",동대문역사문화공원,"7",오장동방면
"2","205","0205",동대문역사문화공원,"6",오장동방면
"2","205","0205",동대문역사문화공원,"13",국립중앙의료원
"2","205","0205",동대문역사문화공원,"1",청계천 가는 길
"2","205","0205",동대문역사문화공원,"14",청계천 가는 길
"2","206","0206",신당,"1",청계천
"2","206","0206",신당,"1",중앙시장
"2","206","0206",신당,"2",중앙시장
"2","206","0206",신당,"3",서울 중구 건강가정 다문화 가족지원센터
"2","206","0206",신당,"3",박정희대통령가옥
"2","206","0206",신당,"4",중구보건소
"2","206","0206",신당,"4",청계천
"2","206","0206",신당,"6",한국청소년상담원
"2","206","0206",신당,"7",신당1동
"2","206","0206",신당,"10",서울지방경찰청 기동본부
"2","206","0206",신당,"1",성동공업고등학교
"2","206","0206",신당,"3",무학봉체육관
"2","206","0206",신당,"3",성동고등학교
"2","206","0206",신당,"3",신당초등학교
"2","206","0206",신당,"3",신당5동 주민센터
"2","206","0206",신당,"3",신당5동
"2","206","0206",신당,"3",현대아파트
"2","206","0206",신당,"3",왕십리 자이아파트
"2","206","0206",신당,"3",래미안신당 하이베르아파트
"2","206","0206",신당,"4",어울림도서관
"2","206","0206",신당,"5",신당파출소
"2","206","0206",신당,"9",성동글로벌경영고등학교
"2","206","0206",신당,"10",광희초등학교
"2","206","0206",신당,"11",성동공업고등학교
"2","206","0206",신당,"1",충무아트센터
"2","206","0206",신당,"3",금호베스트빌아파트
"2","206","0206",신당,"4",중부소방서
"2","206","0206",신당,"2",황학치안센터
"2","206","0206",신당,"2",황학동 주민센터
"2","206","0206",신당,"2",황학아크로타워
"2","206","0206",신당,"2",왕십리방면
"2","206","0206",신당,"3",서울 중구 장애인 복지관
"2","206","0206",신당,"7",신당1동 주민센터
"2","206","0206",신당,"8",중구보건소
"2","206","0206",신당,"8",중부소방서
"2","206","0206",신당,"9",충무아트센터
"2","206","0206",신당,"9",흥인동우체국
"2","206","0206",신당,"11-1",신당역 6호선 E/L
"2","206","0206",신당,"3",서울실용음악학교
"2","207","0207",상왕십리,"1",왕십리도선동주민센터
"2","207","0207",상왕십리,"2",왕십리우체국
"2","207","0207",상왕십리,"3",한국예술고교
"2","207","0207",상왕십리,"4",무학초등학교
"2","207","0207",상왕십리,"4",왕십리2동주민센터
"2","207","0207",상왕십리,"5",한신무학아파트
"2","207","0207",상왕십리,"6",성동고교
"2","207","0207",상왕십리,"6",한진그랑빌아파트
"2","207","0207",상왕십리,"2",한국여성바둑연맹
"2","207","0207",상왕십리,"1-1",텐즈힐
"2","207","0207",상왕십리,"4",풍림아이원아파트
"2","207","0207",상왕십리,"1",서울동인병원
"2","207","0207",상왕십리,"2",성동보건소
"2","207","0207",상왕십리,"4",무학현대아파트
"2","207","0207",상왕십리,"2",장애인치과병원
"2","207","0207",상왕십리,"4",하왕치안센터
"2","207","0207",상왕십리,"1-1",도선고등학교
"2","207","0207",상왕십리,"1",왕십리파출소
"2","207","0207",상왕십리,"2",시립동부노인전문요양센터
"2","207","0207",상왕십리,"1",센트라스
"2","207","0207",상왕십리,"1-1",숭신초등학교
"2","207","0207",상왕십리,"2",(재)한국기원
"2","207","0207",상왕십리,"1-1",청계천방면
"2","207","0207",상왕십리,"4",사회복지법인 화성영아원
"2","207","0207",상왕십리,"2",양지사거리
"2","207","0207",상왕십리,"3",교보생명빌딩 성동사옥
"2","207","0207",상왕십리,"4",왕십리자이아파트
"2","207","0207",상왕십리,"4",왕십리KCC스위첸아파트
"2","207","0207",상왕십리,"2",성동구다문화가족지원센터
"2","207","0207",상왕십리,"2",청계벽산아파트
"2","207","0207",상왕십리,"6",금호베스트빌아파트
"2","207","0207",상왕십리,"4",하왕십리동 
"2","208","0208",왕십리,"6",한양사대부속중.고등학교
"2","208","0208",왕십리,"6",동마중학교
"2","208","0208",왕십리,"7",삼부아파트
"2","208","0208",왕십리,"9",행당1동사무소
"2","208","0208",왕십리,"9",무학중학교
"2","208","0208",왕십리,"9",성동문화회관
"2","208","0208",왕십리,"9",성동문화정보센터
"2","208","0208",왕십리,"10",성동우체국
"2","208","0208",왕십리,"11",왕십리 2 동
"2","208","0208",왕십리,"9",무학여자고등학교
"2","208","0208",왕십리,"4",성동구의회
"2","208","0208",왕십리,"1",교보빌딩
"2","208","0208",왕십리,"7",교통안전센터
"2","208","0208",왕십리,"1",도선동
"2","208","0208",왕십리,"3",성동경찰서
"2","208","0208",왕십리,"3",한국전력
"2","208","0208",왕십리,"4",행당사거리
"2","208","0208",왕십리,"4",성동경찰서
"2","208","0208",왕십리,"1",한국예술고등학교
"2","208","0208",왕십리,"3",성동구청
"2","208","0208",왕십리,"3",두산아파트
"2","208","0208",왕십리,"3",대한적십자사 서울지사
"2","208","0208",왕십리,"6",한양대학교병원
"2","208","0208",왕십리,"8",서울연세병원
"2","208","0208",왕십리,"9",소월아트홀
"2","208","0208",왕십리,"6-1",왕십리 민자역사(코레일)
"2","208","0208",왕십리,"2",왕십리119안전센터
"2","208","0208",왕십리,"2",성동보건소
"2","208","0208",왕십리,"6",제일시장
"2","208","0208",왕십리,"8",행당 1 파출소
"2","208","0208",왕십리,"9",행당전화국
"2","208","0208",왕십리,"9",동부수도사업소
"2","208","0208",왕십리,"10",행당시장
"2","209","0209",한양대,"1",한양대학교정문
"2","209","0209",한양대,"1",한양지구대
"2","209","0209",한양대,"1",한양시장
"2","209","0209",한양대,"2",한양대학교본관
"2","209","0209",한양대,"4",덕수고등학교
"2","209","0209",한양대,"4",행당중학교
"2","209","0209",한양대,"1",사근동
"2","209","0209",한양대,"1",사근동주민센터
"2","209","0209",한양대,"3",성동교
"2","209","0209",한양대,"3",한양여자대학
"2","209","0209",한양대,"3",뚝섬방면
"2","209","0209",한양대,"3",올림픽체육관
"2","209","0209",한양대,"3",한양초등학교
"2","210","0210",뚝섬,"4",성수쌍용아파트
"2","210","0210",뚝섬,"3",뚝섬중앙하이츠빌아파트
"2","210","0210",뚝섬,"2",성수우방1차아파트
"2","210","0210",뚝섬,"8",성수1가2동 주민센터
"2","210","0210",뚝섬,"7",성수1가1동
"2","210","0210",뚝섬,"5",성수1가1동 주민센터
"2","210","0210",뚝섬,"5",경동초등학교
"2","210","0210",뚝섬,"1",성동교
"2","210","0210",뚝섬,"8",성수현대아파트
"2","210","0210",뚝섬,"4",성수2차대우아파트
"2","210","0210",뚝섬,"6","경일중,고등학교"
"2","210","0210",뚝섬,"6","성수아트홀,문화복지회관"
"2","210","0210",뚝섬,"8","성수중,고등학교"
"2","210","0210",뚝섬,"4",성수우방2차아파트
"2","210","0210",뚝섬,"8",서울숲
"2","210","0210",뚝섬,"4",우성아파트
"2","210","0210",뚝섬,"5",서울뚝섬 우체국
"2","210","0210",뚝섬,"8",재향군인회 평생교육원
"2","210","0210",뚝섬,"8",한강사업본부
"2","210","0210",뚝섬,"4",뚝섬현대아파트
"2","210","0210",뚝섬,"4",태천해오름 아파트
"2","210","0210",뚝섬,"5",근로복지공단 서울성동지사
"2","210","0210",뚝섬,"5",경일초등학교
"2","210","0210",뚝섬,"8",한국방송통신대학교서울제1지역대학
"2","210","0210",뚝섬,"8",성동구민체육센터
"2","211","0211",성수,"3",뚝도시장
"2","211","0211",성수,"1",성수2가3동주민센터
"2","211","0211",성수,"4",성원중학교
"2","211","0211",성수,"3",경수초등학교
"2","211","0211",성수,"3",경수중학교
"2","211","0211",성수,"2",성수IT종합센터
"2","211","0211",성수,"2",성수초등학교
"2","211","0211",성수,"2",성동세무서
"2","211","0211",성수,"4",한국전기안전공사 서울동부지사
"2","211","0211",성수,"1",성동지역경제혁신센터
"2","211","0211",성수,"2",성동여성인력개발센터
"2","211","0211",성수,"1",성수수제화타운
"2","211","0211",성수,"2",아침이비인후과
"2","211","0211",성수,"1",성수우방2차아파트
"2","211","0211",성수,"1",한국농아인협회
"2","211","0211",성수,"3",성수우성2차아파트
"2","211","0211",성수,"4",기업은행  성수동지점
"2","211","0211",성수,"3",KDB산업은행 성동지점
"2","211","0211",성수,"1",현대아이파크
"2","211","0211",성수,"1",롯데캐슬파크
"2","211","0211",성수,"1",성수지구대
"2","211","0211",성수,"4",뚝섬우체국 
"2","211","0211",성수,"4",성수공업고등학교
"2","211","0211",성수,"4",경동초등학교
"2","211","0211",성수,"3",성수2가1동주민센터
"2","212","0212",건대입구,"1",성수사거리
"2","212","0212",건대입구,"1",화양지구대
"2","212","0212",건대입구,"2",건국대학교
"2","212","0212",건대입구,"2",화양초등학교
"2","212","0212",건대입구,"2",IBK기업은행 건대역지점
"2","212","0212",건대입구,"5",한강시민공원(뚝섬유원지)
"2","212","0212",건대입구,"5",신양초등학교
"2","212","0212",건대입구,"5",노룬산시장
"2","212","0212",건대입구,"6",조양시장
"2","212","0212",건대입구,"5",자양3동 주민센터
"2","212","0212",건대입구,"5",자양4동 주민센터
"2","212","0212",건대입구,"1",화양제일시장
"2","212","0212",건대입구,"1",화양동 주민센터
"2","212","0212",건대입구,"2",서울어린이대공원
"2","212","0212",건대입구,"5",자양동방면
"2","212","0212",건대입구,"5",자양중·고교
"2","212","0212",건대입구,"5",동자초등학교
"2","212","0212",건대입구,"6",영동대교
"2","212","0212",건대입구,"6",건대로데오거리
"2","212","0212",건대입구,"6",서울특별시동부여성발전센터
"2","213","0213",구의,"4",동서울 우편 집중국
"2","213","0213",구의,"4",잠실대교 방면
"2","213","0213",구의,"4",자양1동
"2","213","0213",구의,"3",광진 우체국
"2","213","0213",구의,"2",구의1동
"2","213","0213",구의,"4",한국보건의료인국가시험원(본관)
"2","213","0213",구의,"1",광진경찰서
"2","213","0213",구의,"1",건대부속중고교
"2","213","0213",구의,"1",광진구청
"2","213","0213",구의,"1",한국보건의료인국가시험원(별관)
"2","213","0213",구의,"1",동국대사범대학부속여중.고교
"2","214","0214",강변,"3",광진중학교
"2","214","0214",강변,"3",한양아파트 
"2","214","0214",강변,"4",서울구남초등학교
"2","214","0214",강변,"4",우성아파트
"2","214","0214",강변,"2",프라임아파트
